g_10144	g_22487	1	1	9121	9151	9	9	1002	1002	g_31724	g_16582	g_24260	g_5285	-	-
g_24260	g_5285	1	1	7066	7108	8	8	910	910	g_10144	g_22487	g_17193	g_19171	+	+
g_17193	g_19171	1	1	25116	24489	17	17	2041	2041	g_24260	g_5285	g_17866	g_20844	-	-
g_17866	g_20844	1	1	6520	6828	9	9	819	819	g_17193	g_19171	g_19918	g_5308	+	+
g_19918	g_5308	1	1	6956	7655	11	11	1783	1783	g_17866	g_20844	g_21182	g_5393	+	+
g_21182	g_5393	1	1	81434	84734	42	42	4365	4377	g_19918	g_5308	g_1679	g_3608	-	-
g_1679	g_26783	1	1	1415	806	1	1	1415	806	g_21182	g_3608	g_763	g_28679	-	-
g_763	g_28679	1	1	8589	7902	7	7	590	590	g_1679	g_26783	g_30510	g_26051	-	-
g_30510	g_26051	1	1	3173	3206	5	5	574	574	g_763	g_28679	g_20528	g_4840	+	+
g_20528	g_4840	1	1	1272	1275	2	2	229	229	g_30510	g_26051	g_30899	g_25248	+	+
g_30899	g_25248	1	1	6518	13865	9	14	666	1129	g_20528	g_4840	g_22740	g_34522	+	+
g_2920	g_12050	1	1	2299	80820	2	14	472	2125	g_5313	g_10432	g_31922	g_24814	-	-
g_6976	g_24814	1	1	1202	1202	1	1	1202	1202	g_32167	g_12050	g_13776	g_13228	-	-
g_13776	g_4861	1	1	5832	6973	7	7	923	923	g_6976	g_32811	g_2096	g_12616	-	-
g_2096	g_12616	1	1	12688	15438	4	4	374	374	g_13776	g_4861	g_12410	g_24072	+	+
g_24582	g_24072	1	1	19775	21499	9	9	1611	1437	g_12410	g_12616	g_6532	g_12442	-	-
g_6532	g_12442	1	1	95062	100229	20	25	2746	3611	g_24582	g_24072	g_10491	g_3826	-	-
g_11790	g_1746	1	1	8642	38783	4	12	530	1674	g_10491	g_3826	g_8231	g_5878	+	+
g_8231	g_5878	1	1	4415	4363	6	7	726	659	g_11790	g_1746	g_21252	g_9968	-	-
g_21252	g_9968	1	1	9791	9754	5	5	1603	1573	g_8231	g_5878	g_6054	g_25953	+	+
g_5844	g_25953	1	1	2892	2883	2	3	784	633	g_6054	g_9968	g_3790	g_30860	-	-
g_3790	g_30860	1	1	16059	17471	8	8	2236	2233	g_5844	g_25953	g_4434	g_21507	+	+
g_4434	g_21507	1	1	11525	12549	12	12	1413	1413	g_3790	g_30860	g_24252	g_230	+	+
g_24252	g_230	1	1	36919	36942	10	10	962	962	g_4434	g_21507	g_26831	g_30307	+	+
g_26831	g_7679	1	1	14331	14414	9	8	1878	1945	g_24252	g_30307	g_13835	g_29640	-	-
g_22020	g_27741	1	1	12986	11628	8	8	1372	1372	g_13835	g_29640	g_33719	g_8690	+	+
g_4071	g_8690	1	1	4649	4643	14	7	1915	953	g_25416	g_27741	g_17120	g_29463	+	+
g_17120	g_29463	1	1	504	474	2	2	430	397	g_4071	g_8690	g_30678	g_3151	+	+
g_30678	g_3151	1	1	953	917	2	2	679	679	g_17120	g_29463	g_2698	g_9415	+	+
g_2698	g_9415	1	1	17302	42785	18	18	1899	1971	g_30678	g_3151	g_24561	g_20959	+	+
g_24561	g_20959	1	1	23563	23950	8	8	1618	1615	g_2698	g_9415	g_18988	g_26549	-	-
g_18988	g_64	1	1	2256	2256	2	2	1447	1447	g_24561	g_26549	g_9664	g_23124	+	+
g_9664	g_23124	1	1	212	212	1	1	212	212	g_18988	g_64	g_29976	g_24618	-	-
g_29976	g_24618	1	1	8381	10523	2	2	325	325	g_9664	g_23124	g_34572	g_7589	-	-
g_4264	g_7589	1	1	63253	62038	27	26	3597	3028	g_34572	g_24618	g_22936	g_24743	+	+
g_22936	g_24743	1	1	6699	6799	8	8	1282	1282	g_4264	g_7589	g_7033	g_99	+	+
g_7033	g_99	1	1	42857	56123	17	17	1483	1483	g_22936	g_24743	g_28363	g_12068	+	+
g_28363	g_12068	1	1	39368	42550	18	9	1947	969	g_7033	g_99	g_11991	g_5874	-	-
g_11991	g_5874	1	1	25107	28031	12	12	1542	1542	g_28363	g_12068	g_11237	g_6542	-	-
g_11237	g_18699	1	1	6516	23116	5	7	625	794	g_11991	g_6542	g_18069	g_8512	-	-
g_18069	g_8512	1	1	54424	67085	14	14	2053	2053	g_11237	g_18699	g_2982	g_17250	+	+
g_2982	g_17250	1	1	32513	30963	22	21	3143	2814	g_18069	g_8512	g_9096	g_9791	-	-
g_9096	g_9791	1	1	6442	7330	9	9	1242	1242	g_2982	g_17250	g_21616	g_5588	+	+
g_21616	g_5588	1	1	4405	6476	3	4	885	935	g_9096	g_9791	g_3121	g_18014	+	+
g_3121	g_18014	1	1	66769	78043	45	46	6018	6242	g_21616	g_5588	g_16804	g_29935	-	-
g_16804	g_29935	1	1	7071	7422	9	9	984	984	g_3121	g_18014	g_13686	g_2013	+	+
g_13686	g_2013	1	1	26278	75579	7	12	725	2211	g_16804	g_29935	g_9458	g_7246	-	-
g_9458	g_11707	1	1	22504	22271	18	17	3261	2879	g_13686	g_7246	g_8276	g_18582	+	+
g_8276	g_18582	1	1	218	305	1	1	218	305	g_9458	g_11707	g_29253	g_2046	-	-
g_29253	g_2046	1	1	3851	3880	4	4	1673	1673	g_8276	g_18582	g_16133	g_24383	+	+
g_16133	g_24383	1	1	10263	383	2	1	307	383	g_29253	g_2046	g_9943	g_1298	-	-
g_18953	g_1298	1	1	11342	36884	4	8	473	1171	g_7783	g_24383	g_2459	g_14484	+	+
g_2459	g_14484	1	1	43462	55381	14	9	2293	1497	g_18953	g_1298	g_9266	g_8390	-	-
g_9266	g_14707	1	1	24451	18826	17	13	2260	1559	g_2459	g_8390	g_21797	g_21129	-	-
g_17808	g_21129	1	1	1292	1295	1	1	1292	1295	g_12268	g_14707	g_34086	g_34058	-	-
g_34086	g_34058	1	1	22880	22248	2	2	217	217	g_17808	g_21129	g_5769	g_23207	-	-
g_5769	g_23207	1	1	19722	18652	24	11	8892	4558	g_34086	g_34058	g_2385	g_21082	+	+
g_2385	g_21082	1	1	59512	55354	18	24	2235	3921	g_5769	g_23207	g_2913	g_8441	-	-
g_3021	g_16891	1	1	26293	24619	13	13	1382	1298	g_5240	g_8441	g_9040	g_23909	+	+
g_9040	g_23909	1	1	14175	14381	6	6	1230	1230	g_3021	g_16891	g_4734	g_30960	+	+
g_4734	g_30960	1	1	1181	1181	1	1	1181	1181	g_9040	g_23909	g_23844	g_31641	-	-
g_21361	g_31641	1	1	221	221	1	1	221	221	g_23844	g_30960	g_2623	g_14186	+	+
g_2623	g_19979	1	1	28964	16048	10	11	1007	1021	g_21361	g_14186	g_17089	g_5673	+	+
g_8133	g_5673	1	1	15634	16684	6	6	471	471	g_29490	g_19979	g_33608	g_18081	+	+
g_14008	g_18081	1	1	16538	17261	6	6	1668	1650	g_33608	g_5673	g_584	g_11058	-	-
g_584	g_11058	1	1	34999	33215	15	15	2883	2883	g_14008	g_18081	g_26937	g_8581	+	+
g_9923	g_8581	1	1	8099	24942	7	24	851	6309	g_26937	g_11058	g_3418	g_6965	+	+
g_32939	g_33213	1	1	7738	7743	6	6	672	672	g_28760	g_6965	g_10425	g_25269	+	+
g_10425	g_15247	1	1	3077	1034	2	2	1726	1678	g_32939	g_25269	g_26673	g_30238	+	+
g_26673	g_30238	1	1	785	785	1	1	785	785	g_10425	g_15247	g_20778	g_1828	+	+
g_9727	g_1828	1	1	494	506	1	1	494	506	g_20778	g_30238	g_16432	g_16729	-	-
g_2925	g_16017	1	1	428	428	1	1	428	428	g_16432	g_2689	g_17932	g_2180	-	-
g_8303	g_2180	1	1	11620	13375	5	4	1369	1382	g_17627	g_16017	g_12632	g_12699	-	-
g_12632	g_12699	1	1	1326	1326	4	2	1427	760	g_8303	g_2180	g_1235	g_15370	-	-
g_183	g_15370	1	1	28385	32699	15	16	1839	1913	g_1235	g_12699	g_24476	g_24428	-	-
g_24476	g_24428	1	1	3361	3355	10	5	1187	658	g_183	g_15370	g_15562	g_35737	+	+
g_15562	g_35737	1	1	10370	10363	4	4	542	542	g_24476	g_24428	g_16208	g_12131	+	+
g_16208	g_14082	1	1	4840	4822	6	6	480	480	g_15562	g_28817	g_6454	g_7814	-	-
g_6454	g_4331	1	1	5815	6393	4	4	1235	1235	g_16208	g_7814	g_8767	g_25567	+	+
g_8767	g_25567	1	1	24507	24809	10	10	1472	1472	g_6454	g_4331	g_22070	g_27918	+	+
g_22070	g_27918	1	1	22249	18591	11	11	1963	1963	g_8767	g_25567	g_26685	g_11685	-	-
g_26685	g_11685	1	1	31895	34336	23	23	2560	2560	g_22070	g_27918	g_25113	g_6551	+	+
g_25113	g_19275	1	1	546	546	2	4	361	710	g_26685	g_6551	g_35162	g_2995	+	+
g_23606	g_2995	1	1	1059	1047	3	3	396	396	g_35162	g_19275	g_25371	g_26541	+	+
g_25371	g_26541	1	1	4507	4510	3	3	429	429	g_23606	g_2995	g_23633	g_7859	+	+
g_23633	g_7859	1	1	503	503	2	2	901	901	g_25371	g_26541	g_29024	g_15130	+	+
g_29024	g_15130	1	1	10001	9613	9	9	933	990	g_23633	g_7859	g_2677	g_20128	+	+
g_2677	g_20128	1	1	1582	7797	3	4	408	503	g_29024	g_15130	g_18253	g_13709	+	+
g_18253	g_13709	1	1	8634	8424	6	6	480	465	g_2677	g_20128	g_27710	g_15976	-	-
g_5109	g_15976	1	1	44072	46663	46	49	6998	7487	g_27710	g_13709	g_3875	g_9258	-	-
